sdformat-ci-sdf12-homebrew-arm64,0.7
sdformat-ci-sdf12-jammy-amd64,0.8
sdformat-ci-sdf14-homebrew-amd64,0.75
sdformat-ci-sdf14-homebrew-arm64,0.75
sdformat-ci-sdf14-jammy-amd64,0.85
sdformat-ci-sdf14-noble-amd64,0.85
sdformat-ci-sdf15-homebrew-amd64,0.8
sdformat-ci-sdf15-homebrew-arm64,0.8
sdformat-ci-sdf15-noble-amd64,0.9
sdformat-ci-sdf16-homebrew-amd64,0.85
sdformat-ci-sdf16-homebrew-arm64,0.85
sdformat-ci-sdf16-noble-amd64,0.95
sdformat-main-cnlwin,0.9
sdformat-sdf12-clwin,0.7
sdformat-sdf14-clowin,0.75
sdformat-sdf15-clowin,0.8
sdformat-sdf16-cnlwin,0.85
sdformat16-debbuilder,1.0
